id,board,agency,title,primary,secondary,ei_reason,labeler
d7ad0088adf5,QCB4,Department of Cultural Affairs,Signage on Utility Poles,Arts and Culture,,,"claude-sonnet, rubric.md, 2026-09-23"
805b6141b67a,QCB4,Economic Development Corporation,Small Business Incubators / Kitchens,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
45e3d49e8631,QCB4,Small Business Services,Small Business Owner Technology Training,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
985bbdb91df4,QCB4,Department of Education,Smoke Free Education Campaigns,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f342aea49d9f,QCB4,Department of Parks & Recreation,Sparrow's Nest Community Garden,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
0881238c451d,QCB4,Department of Environmental Protection,Street Reconstruction - 41 and Roosevelt Ave.,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
63846d85aa52,QCB4,Department of Environmental Protection,Study Drainage Systems,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
aab0203711f0,QCB4,Department for the Aging,Study for Disabled Population,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f5b73bc7dbd0,QCB4,Department of Homeless Services,Substance Abuse Services - Uninsured,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f346b4d86ffc,QCB4,MTA / NYC Transit,Subway Elevators/Accessibility Improvements,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
bf88ad0a9204,QCB4,Department of Sanitation,Support ACE Funding For More Cleanups,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
d9d9981c3e1d,QCB4,Department of Cultural Affairs,Support Non Profit Cultural Organizations,Arts and Culture,,,"claude-sonnet, rubric.md, 2026-09-23"
970c10cd5032,QCB4,Housing Preservation & Development,Tenant Protection Services - Low Income,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
7bd9bb6ec98c,QCB4,Department of Transportation,Traffic Study - E bikes,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
7f4afe348a9e,QCB4,Police Department,Upgrade the emergency response system,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
96847c942f74,QCB4,Youth & Community Development,Youth Community Center,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
960a957b1290,QCB5,Department of Buildings,Assign additional building inspectors (including expanding training programs),Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
c946ca7bd058,QCB5,Department of Education,Create Additional Childcare Centers,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e4d66b2cc112,QCB5,Department of Parks & Recreation,Establish a Community/Recreation Center in Maspeth,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
20e1eb9f4e2b,QCB5,Housing Preservation & Development,"Establish a Contextual Senior Housing Residence in District 5, Queens",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
fec694a06d67,QCB5,Department of Environmental Protection,"Evaluate a public location or property for green infrastructure, e.g. rain gardens,",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9b82d3bf19bc,QCB5,Department of Transportation,Fund additional street maintenance for roadways and curbs,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5f5c5a3872f0,QCB5,Administration for Children's Services,Fund an ACS Satellite Office in Queens,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
1c9d6990af5a,QCB5,Department of Transportation,Green the Median of Woodhaven Boulevard,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
a36a8e8447fc,QCB5,Department of Parks & Recreation,Hire Forestry personnel,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c26579af37fb,QCB5,Police Department,"Hire additional School Safety Officers, Crossing Guards, and Traffic Agents",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
afb645dfc750,QCB5,Dept. of Health & Mental Hygiene,Hire additional personnel for pest control,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
33f0301a70d5,QCB5,Police Department,Hire additional uniformed officers,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
2f13b49ac66a,QCB5,Department of Environmental Protection,Hire operations staff for the Bureau of Wastewater Pollution Control,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
61420f9a5c90,QCB5,Department of Transportation,Improve arterial highways cleaning and maintenance,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
23d71d9fb397,QCB5,Department of Sanitation,Increase Sanitation Police and Enforcement Agents,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5713f50327fd,QCB5,Housing Preservation & Development,Increase funding for Community Consultant contracts,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
eb3c73a6448f,QCB5,Department of Parks & Recreation,Increased Funding for Division of Forestry in Queens,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
e3dcbdac4181,QCB5,Department of Parks & Recreation,Need for more park maintenance personnel and equipment,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
f51c64da1894,QCB5,Department of Environmental Protection,Other capital budget request for DEP (Catch Basins),City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ec7e361818c1,QCB5,Department of Environmental Protection,Other capital budget request for DEP (SEQ877),City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fcae3fa8700b,QCB5,NYC Health + Hospitals,Other expense budget request for HHC (Ridgewood Medical Center),Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ea6be5e7632b,QCB5,Department of Parks & Recreation,Other street trees and forestry services requests (Street Tree Plantings/Stump Removals),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
1a2eb2406e64,QCB5,MTA / NYC Transit,Other transit infrastructure requests (L Line Stations),Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
6564ce6eef70,QCB5,MTA / NYC Transit,Other transit infrastructure requests (LIRR),Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
e8580aeb6038,QCB5,Department of Transportation,Other transportation infrastructure requests (Union Turnpike Mall),Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
63f23fd777a4,QCB5,School Construction Authority,Provide a new or expand an existing high school,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e64613a2706e,QCB5,Department of Parks & Recreation,"Provide a new, or new expansion to, a building in a park (Mini Comfort Stations)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
ed521fb84fcc,QCB5,Department of Parks & Recreation,"Provide a new, or new expansion to, a building in a park (Newtown Creek Aeration",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
86bfcc67fe37,QCB5,Department of Environmental Protection,Provide field workers for Bureau of Water and Sewer Operations,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
25a738c97e69,QCB5,Fire Department,Provide funding for appropriate FDNY staffing,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4874a675f6ef,QCB5,Fire Department,Provide funds for tools and equipment for local department personnel,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e15e75ef5198,QCB5,Department of Sanitation,Provide more frequent garbage or recycling pick-up for schools and institutions,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c6ebfe36ecf2,QCB5,Department of Sanitation,Provide more staffing to address illegal dumping and litter basket collection,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9087e5806425,QCB5,Department for the Aging,Provide needed services for Seniors,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
920ac8f73d4d,QCB5,Queens Public Library,Provide seven day service at local libraries,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
1caf121aea74,QCB5,Department of Transportation,Provide sufficient personnel funding to ensure traffic safety,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
1d2e4b8ce74a,QCB5,Youth & Community Development,"Provide, expand, or enhance after school programs for middle school students (grades 6-",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
473f8ee09df0,QCB5,Housing Preservation & Development,"Provide, expand, or enhance programs for housing inspections to correct code violations",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
c5493d4a940c,QCB5,Human Resources Administration,"Provide, expand, or enhance rental assistance programs/vouchers for permanent",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
abc1d7bddbd7,QCB5,Department of Parks & Recreation,Reconstruct Benninger Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
9a81057dd8d1,QCB5,Department of Parks & Recreation,Reconstruct Mafera Park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
510d5a12af44,QCB5,Department of Parks & Recreation,Reconstruct or upgrade a park or amenity (Dry Harbor Playground),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
2d8304646c78,QCB5,Department of Parks & Recreation,Reconstruct or upgrade a park or amenity (Evergreen Park),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
9e68881b56b3,QCB5,Department of Parks & Recreation,Reconstruct or upgrade a park or amenity (Juniper Valley Park),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
23fe33f5d04a,QCB5,Department of Parks & Recreation,Reconstruct or upgrade a park or amenity (Ridgewood Reservoir),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
e945ebbc8c5e,QCB5,Department of Transportation,Reconstruct streets (75th Street),City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fc582de3fc14,QCB5,Department of Transportation,Reconstruct streets (Fresh Pond Road),City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0e2cf2be7a4b,QCB5,Department of Transportation,Reconstruct streets (HWK 876 - Wyckoff Avenue),City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cd0dfe7957d4,QCB5,Department of Transportation,Reconstruct streets (HWQ 708 - South Middle Village Streets),City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ecdf48838909,QCB5,Department of Transportation,Reconstruct streets (Metropolitan Avenue/Woodhaven Boulevard),Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
e3bf71c1faf8,QCB5,Department of Transportation,Reconstruct streets (Palmetto Street),City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0f27f23571cd,QCB5,Department of Transportation,Rehabilitate bridges (80th Street),Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
4701f2abe35e,QCB5,Department of Transportation,Rehabilitate bridges (Cooper Avenue/71st Avenue),Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
02825e483574,QCB5,Department of Transportation,Rehabilitate bridges (Grand Street/Grand Avenue),Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
ac4db3052ecf,QCB5,Police Department,Renovate or upgrade existing precinct house,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9570dbad9a38,QCB5,Department of Transportation,"Repair or construct sidewalks, curbs, or pedestrian ramps (Myrtle Avenue)",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
2416753fbe30,QCB6,Fire Department,1 inch Fire Hoses,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6a78954e4844,QCB6,Department of Education,3 K for All Programs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f496c340bf91,QCB6,Queens Public Library,7 Day Library Service for all CB6 Libraries,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c16fd7822544,QCB6,Police Department,Add NYPD parking facilities,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4a24dcdaa574,QCB6,Housing Preservation & Development,Additional Affordable Housing Programs,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
54bb6f368617,QCB6,School Construction Authority,Additional School Seats,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6779f34fd547,QCB6,Department for the Aging,Aging In Place Programs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f2c256babba5,QCB6,School Construction Authority,Air Conditioning In All CB6 Schools,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0d950d0426f8,QCB6,Housing Preservation & Development,Assist Homeowners with ADU process,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
de0ab39728d1,QCB6,Department of Parks & Recreation,Bike Ramp for Stairs at Dog Run,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
be1f7c8ef4cb,QCB6,Other,Breaking Bread Building Bonds Program,Engagement and Inclusion,,Program builds understanding and respect across diverse communities,"claude-sonnet, rubric.md, 2026-09-23"
fc6678eff289,QCB6,Department of Homeless Services,Breaking Ground Mobile Teams,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
beb3324663ff,QCB6,Fire Department,Brush Fire Trucks,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a38ee5b56339,QCB6,Police Department,Business District Security Cameras,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b2ab1b84ead8,QCB6,Department of Transportation,Circuit Pilot Program,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
dd01b3db87dd,QCB6,Department of Transportation,Citibike Expansion,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
5c8fef322594,QCB6,Housing Preservation & Development,Community Land Trusts,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
ce74c1a28608,QCB6,Department of Transportation,Conduct traffic or parking studies,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
5152768b31f6,QCB6,Department of Transportation,Daylighting Intersections,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
e9c570ee62b7,QCB6,MTA / NYC Transit,Elevator at 63 Drive Subway Station,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
1a11b1228a31,QCB6,Human Resources Administration,Expand Fair Fares Program,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
916385702cfb,QCB6,Department of Education,Expand Summer Rising,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b78ba6e5b9d1,QCB6,Department of Environmental Protection,Flood Mitigation,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
20c04272841a,QCB6,Department of Transportation,"Fully fund completion of bike lane projects within the district (+ bikeshare), including bike",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
670d2c01c03f,QCB6,Department of City Planning,Funding for LUCA,Engagement and Inclusion,,Census outreach campaign engaging residents in civic participation,"claude-sonnet, rubric.md, 2026-09-23"
b5cec8703ea3,QCB6,Department for the Aging,Funding for Senior Centers,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
49e7828e1a4c,QCB6,Police Department,Hire additional crossing guards,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
d84dd718516a,QCB6,MTA / NYC Transit,"Improve subway station, bus and train cleanliness, security and maintenance",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
6a7184344cb6,QCB6,Department for the Aging,Increase home delivered meals capacity,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3fb7e16b688b,QCB6,Department of City Planning,Infrastructure to support additional housing,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
e2fcfc59aec1,QCB6,Department of Environmental Protection,Infrastructure to support additional housing,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
39d288420bb4,QCB6,Department of Parks & Recreation,Installation of Water Fountains,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
be180c595455,QCB6,Department of Transportation,Intersection Safety Reconstruction,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
6e9aca22e56a,QCB6,MTA / NYC Transit,LIRR Elevators - Forest Hills Station,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
bf76bcb41816,QCB6,School Construction Authority,Learning Centers - 3K & 4K,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0bb66c7f6030,QCB6,Queens Public Library,Library ADA Accessibility,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
72b737505345,QCB6,Fire Department,Lighter Personal Gear,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
eb6b85abbc93,QCB6,Dept. of Health & Mental Hygiene,Mental Health Crisis Response Teams,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
37da3eb8acc8,QCB6,Department for the Aging,Mental Healthcare for Homebound Seniors,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c442b038fc97,QCB6,Department of Parks & Recreation,Mini Trash Packer for District 6,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c22bbc1049e2,QCB6,School Construction Authority,New High School,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
8fd835a5c7a8,QCB6,Queens Public Library,New Library - Rego Park,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e83b8d5ae652,QCB6,Department of Environmental Protection,Noise Cameras,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c8017036341c,QCB6,Department of Transportation,Open Streets and School Streets,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
0f78595f4523,QCB6,Department of Transportation,Pedestrian and Bicycle Infrastructure,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
01ceb2d10a92,QCB6,Housing Preservation & Development,Provide more affordable housing for seniors,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
8dea9f8d4911,QCB6,Youth & Community Development,"Provide, expand, or enhance Cornerstone and Beacon programs (all ages, including",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a019bcedb3ed,QCB6,Department of Sanitation,Public Restrooms,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9629471a8c4d,QCB6,School Construction Authority,Public School ADA Accessibility,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b00dad28eab8,QCB6,Department of Transportation,Reconstruct Streets - Complete Streets,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
ea727d963233,QCB6,MTA / NYC Transit,Safer Subway Platforms,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
2240eecceed3,QCB6,Human Resources Administration,Section 8 Landlord Outreach Program,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
8db560a97afb,QCB6,Department of Sanitation,Smart Composting Bins in High Traffic Areas,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
10bad4bcd015,QCB6,Department of City Planning,Study land use and zoning to better match current use or future neighborhood needs,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
2c2ea2932576,QCB6,Housing Preservation & Development,Supportive Housing Facilities,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
59669a4e745d,QCB6,Human Resources Administration,Supportive Housing Services,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ffdd7b0f38c0,QCB6,Queens Public Library,Temporary Rego Park Library During Construction,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
64a95aa6b7ee,QCB6,Department of Parks & Recreation,Upgrade Ehrenreich Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
600767823b72,QCB6,Department of Parks & Recreation,Upgrade Willow Lake Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
f1e5391e3525,QCB6,Department for the Aging,Upgrade and Maintain CB6 Senior Centers,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fda7b31ace79,QCB7,MTA / NYC Transit,#7 Flushing Line,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
e8a70a9c6ec3,QCB7,Department of Transportation,20th Ave Whitestone to college Point,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fc83b285c6cf,QCB7,Department of Transportation,28th Ave from Linden Pl d,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a8ff35cb6837,QCB7,Department of Sanitation,Additional Trash Cans,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c1fbea41daae,QCB7,Department of Parks & Recreation,Bowne Park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
062de5666ade,QCB7,MTA / NYC Transit,Casey Stengel Bus Depot,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
adc4b4aa37bc,QCB7,Department of Parks & Recreation,College Point Sports Park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
6339f604f75d,QCB7,Department of Transportation,Cross Island,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c531752312e0,QCB7,Department of Cultural Affairs,Cultural Organizations,Arts and Culture,,,"claude-sonnet, rubric.md, 2026-09-23"
0c664a9ad54a,QCB7,Department of Transportation,Curb Replacement,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
133e1d561636,QCB7,Police Department,Driveway & Locker Rooms,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0e0d6c98ac7b,QCB7,Department of Parks & Recreation,Equipment,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
9a6decbf7148,QCB7,Police Department,Equipment,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
aa3b4187c8be,QCB7,Fire Department,Fire Marshal Training,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cec3aeb1c2e8,QCB7,Fire Department,Fire Safety Education,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
33c85a47eb92,QCB7,Department of Cultural Affairs,Flushing Airport,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
d6883a69710f,QCB7,Department of Parks & Recreation,Flushing Creek,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
4ee5969652b1,QCB7,Department of Parks & Recreation,Flushing Creek,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
53a0a62950c5,QCB7,Department of Parks & Recreation,Flushing Memorial Field,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
9e5761741d5a,QCB7,Department of Parks & Recreation,Frank Golden Fields,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
39b73fd794f8,QCB7,Department of Parks & Recreation,George Harvey Park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
84533e9843c3,QCB7,Office of Management & Budget,Increase Budget for the largest CB,Engagement and Inclusion,,Requests more staff and budget for CB7's own office,"claude-sonnet, rubric.md, 2026-09-23"
75793de4c413,QCB7,Department of Buildings,Increase Presonnel,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
199f0a985f6e,QCB7,Department of Sanitation,Increase Presonnel,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ba551e9caee4,QCB7,Police Department,Increase Presonnel,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
440a314c72f1,QCB7,Department of Transportation,Increase Presonnel,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
e5a4fcf30e96,QCB7,Department of Parks & Recreation,Increase Staff,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
d3f922eceaac,QCB7,Department of Environmental Protection,Increase Staff,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c5b1a32c9137,QCB7,Economic Development Corporation,Invest in infrastructure that will support growth in commercial business districts,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
b87e0cf655d9,QCB7,Department of Parks & Recreation,Joe Michael's Mile,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
39c2e963ec98,QCB7,Department of Education,Joint Ops with Parks,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c010ef0fd999,QCB7,Department of Transportation,King Road,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3ee9d71c08c1,QCB7,Department of Environmental Protection,Kissena Corridor Watershed,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9331afcee06a,QCB7,Department of Parks & Recreation,Kissena Park Corridor,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
13f9ce1e9e2c,QCB7,Department of Parks & Recreation,Kissena Park Phase III,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
6dd33b17756d,QCB7,Queens Public Library,Library Programs,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
46fe6d50970c,QCB7,Department of Parks & Recreation,Little Bay Park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
db730767a384,QCB7,Department of Parks & Recreation,MacNeil Park upgrade,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
65e5099fcea9,QCB7,Department for the Aging,Mitchel Linden & College Point,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
319334159aec,QCB7,Department of Environmental Protection,Mitchell Linden Area,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
d870057334d0,QCB7,Department of Transportation,Muni Lot II 38th Ave,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
85e7d8668bf2,QCB7,Police Department,New Precinct,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
52acb100e492,QCB7,Department of Environmental Protection,Noise Complaints,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a4f98a3b891a,QCB7,Department for the Aging,Other senior center program requests,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5759bd1867d2,QCB7,Department of Transportation,Other traffic improvement requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
65bb3502862a,QCB7,Department of Transportation,Other traffic improvement requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
a5f6b0d8c9d7,QCB7,Fire Department,Personnel Training,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cee081eb4625,QCB7,Department of Cultural Affairs,Poppenhusen Institute,Arts and Culture,,,"claude-sonnet, rubric.md, 2026-09-23"
a84b33026c08,QCB7,Department of Sanitation,Provide more frequent garbage or recycling pick-up,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6e18aac6e3ee,QCB7,Human Resources Administration,"Provide, expand, or enhance food assistance, such as Food Stamps / SNAP",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a65df3536563,QCB7,Fire Department,Rehabilitate or renovate existing fire houses or EMS stations,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
88eb4ff9ba31,QCB7,Economic Development Corporation,Support Small BusinessesExpand programs to support MWBE-owned firms and,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
3092e418948c,QCB7,Department of Cultural Affairs,Support nonprofit cultural organizations,Arts and Culture,,,"claude-sonnet, rubric.md, 2026-09-23"
be7e4b33d266,QCB7,Department of Sanitation,Trash Cans on Northern Blvd.,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
daf2184dba5f,QCB7,Department of Transportation,Ulmer St from Whitestone Expressway S/R to 25th Ave,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9a39fe5608f3,QCB7,Department of Transportation,Union St from No. Blvd to 25th Rd.,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0b0468a46547,QCB7,Department of Parks & Recreation,Willets Point Farmhouse,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
403f3ff636bd,QCB7,Department of Transportation,Willets Point Phase II,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
016c615414b7,QCB8,Department of Transportation,Add Lighting to Pedesdrian Bridge,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
e4d61a237bd8,QCB8,Department of Buildings,Assign additional building inspectors (including expanding training programs),Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
b4d809e494e9,QCB8,Department of Environmental Protection,Clean catch basins,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
bb79d3325023,QCB8,Queens Public Library,"Create a new, or renovate or upgrade an existing public library",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b53a925df16b,QCB8,Queens Public Library,"Create a new, or renovate or upgrade an existing public library",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c567df236dea,QCB8,Department of Environmental Protection,Develop a capital project for specific street segments currently lacking sanitary sewers,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
